"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ontologyall","go","entrez","ensemblprot","symbol","path"
"ENSMUSG00000025544",116.068076434522,-3.27428316478387,0.331148227310186,-9.88766629185926,4.70876665181863e-23,3.50803115560488e-21,"BP","Tm9sf2","68059",NA,"GO:0003674",NA
"ENSMUSG00000032612",122.386173024579,-2.85259437327374,0.28990411167904,-9.83978584074695,7.58721702644964e-23,5.61349408687943e-21,"BP","Usp4","22258",NA,"GO:0000244",NA
"ENSMUSG00000027255",100.656569492808,-3.44951437027291,0.350749769815647,-9.83468748129462,7.98150272065806e-23,5.86476446487806e-21,"BP","Arfgap2","77038",NA,"GO:0005096","04144"
"ENSMUSG00000032504",120.77416913625,-3.20181194605986,0.32599870420488,-9.82154807599364,9.09361845142553e-23,6.63648562904035e-21,"BP","Pdcd6ip","18571",NA,"GO:0000920","04144"
"ENSMUSG00000025871",133.50529501531,-3.13095011757423,0.31964914162524,-9.79495862762236,1.18345857082361e-22,8.57847537013226e-21,"BP","4833439L19Rik","97820",NA,"GO:0003674",NA
"ENSMUSG00000040463",208.03600692439,-2.05945103411353,0.210578808631587,-9.77995386856138,1.37273098136945e-22,9.88366306586003e-21,"BP","Mybbp1a","18432",NA,"GO:0001047",NA
"ENSMUSG00000027452",71.8926258799638,-4.3835230832452,0.449135830891969,-9.7599050927192,1.67311722011455e-22,1.19661343582592e-20,"BP","Acss1","68738",NA,"GO:0000166","00010"
"ENSMUSG00000036309",1002.25584147432,0.893124813720972,0.0916020834878424,9.75004912240352,1.84379031214286e-22,1.30994585885223e-20,"BP","Skp1a","21402",NA,"GO:0004842","04110"
"ENSMUSG00000020277",631.847488633119,-1.13837234489753,0.11691175351768,-9.7370222466587,2.09606425631867e-22,1.47938008827544e-20,"BP","Pfkl","18641","ENSMUSP00000020522","GO:0000166","00010"
"ENSMUSG00000031197",237.207362533116,-1.79195834054368,0.184311651136896,-9.72243658765077,2.41921934490888e-22,1.69629968184199e-20,"BP","Vbp1","22327",NA,"GO:0005634",NA
"ENSMUSG00000022351",83.8918985805605,-4.36371192367204,0.451454883062402,-9.66588708504207,4.20956910503513e-22,2.93248424407902e-20,"BP","Sqle","20775",NA,"GO:0004506","00100"
"ENSMUSG00000021893",82.9447826645573,-4.01387207344959,0.415442028285956,-9.66168995951168,4.38568532131824e-22,3.03546013723239e-20,"BP","Capn7","12339",NA,"GO:0004175",NA
"ENSMUSG00000018999",95.8048015616071,-3.47419315386284,0.359892997618861,-9.65340580908477,4.75497192616678e-22,3.26995761691777e-20,"BP","Slc35b4","58246",NA,"GO:0005457",NA
"ENSMUSG00000022707",104.622359201997,-3.12305644058291,0.323747372229047,-9.64658467829475,5.08201125714388e-22,3.45062131434427e-20,"BP","Gbe1","74185",NA,"GO:0003824","00500"
"ENSMUSG00000029250",90.8251804521303,-4.13501303574505,0.42862877677606,-9.64707285135318,5.05788396411824e-22,3.45062131434427e-20,"BP","Polr2b","231329","ENSMUSP00000031167","GO:0000784","00230"
"ENSMUSG00000026341",213.892628824995,-2.01450884777444,0.208981358746967,-9.63965810086246,5.43687550870516e-22,3.66835223002447e-20,"BP","Actr3","74117",NA,"GO:0000139",NA
"ENSMUSG00000006494",190.351532128694,-2.15363919252673,0.223635244390528,-9.63014214685183,5.9646909679724e-22,3.9993252940255e-20,"BP","Pdk1","228026",NA,"GO:0000166","04660"
"ENSMUSG00000052337",471.692911269884,-1.26367475709185,0.131463187145906,-9.61238491570531,7.08877107172818e-22,4.72349913400621e-20,"BP","Immt","76614",NA,"GO:0005515",NA
"ENSMUSG00000025609",105.55420683591,-3.27040601170981,0.340377565368913,-9.60817146736811,7.38487372808387e-22,4.89042749104221e-20,"BP","Mkln1","27418",NA,"GO:0001726",NA
"ENSMUSG00000022789",87.0232259712929,-3.60388678015332,0.375462671480883,-9.59852218048477,8.10988229998233e-22,5.33759615424604e-20,"BP","Dnm1l","74006",NA,"GO:0000166","04144"
"ENSMUSG00000020089",353.254685039373,1.43718295547542,0.14974004309727,9.5978532244834,8.16267863720398e-22,5.33958636706856e-20,"BP","Ppa1","67895","ENSMUSP00000020286","GO:0000287","00190"
"ENSMUSG00000037851",191.771189344561,-2.23593659950655,0.233086337397508,-9.59273985970852,8.57763762746155e-22,5.57702402832773e-20,"BP","Iars","105148",NA,"GO:0000166","00290"
"ENSMUSG00000023944",1286.12191602397,0.773902254774109,0.0809209516079045,9.5636820798152,1.1364006444986e-21,7.34416030974757e-20,"BP","Hsp90ab1","15516",NA,"GO:0000166","04141"
"ENSMUSG00000028932",426.895642832634,1.21607582202875,0.127640042121985,9.52738499464417,1.61294916793839e-21,1.03615081878102e-19,"BP","Psmc2","19181","ENSMUSP00000030769","GO:0000166","03050"
"ENSMUSG00000005610",155.991966147847,-2.43343470436886,0.255793410541855,-9.51328143760247,1.84741107947461e-21,1.17970393217879e-19,"BP","Eif4g2","13690",NA,"GO:0003723","03013"
"ENSMUSG00000051223",453.679864883252,-1.3395624479457,0.141519315042957,-9.46558035232922,2.91935370087643e-21,1.85318500017766e-19,"BP","Bzw1","66882",NA,"GO:0005737",NA
"ENSMUSG00000028049",318.46769070216,1.40747525098956,0.149253644042386,9.43008969744056,4.09738428564893e-21,2.58569050684951e-19,"BP","Scamp3","24045",NA,"GO:0000139",NA
"ENSMUSG00000001175",1330.43786079484,0.729622690880718,0.0774396918537276,9.42181810664833,4.43343745564223e-21,2.78139865638186e-19,"BP","Calm1","12313",NA,"GO:0000086","04020"
"ENSMUSG00000052798",120.317795688017,-3.0080544801056,0.319736004480295,-9.40793166223162,5.05995592488341e-21,3.15600041640403e-19,"BP","Nup107","103468",NA,"GO:0000775","03013"
"ENSMUSG00000022536",108.652221327149,-2.99375030757736,0.318421720117509,-9.40184076159304,5.3616713910846e-21,3.32485610887605e-19,"BP","Glyr1","74022",NA,"GO:0003677",NA
"ENSMUSG00000017686",106.002958722257,-3.04992983039363,0.325307032906406,-9.37554224741007,6.88210973502587e-21,4.24317662283664e-19,"BP","Rhot1","59040",NA,"GO:0000166",NA
"ENSMUSG00000034867",99.1410697118248,-3.55088366022338,0.378882025176422,-9.37200348464658,7.11685694156447e-21,4.36283664394878e-19,"BP","Ankrd27","245886",NA,"GO:0000149",NA
"ENSMUSG00000027180",107.962928960791,-3.10799772278009,0.332239361357344,-9.35469448918559,8.3841665625408e-21,5.08348735890224e-19,"CC","Fbxo3","57443",NA,"GO:0004842",NA
"ENSMUSG00000034906",104.56636492826,-2.89526702622664,0.309500092061238,-9.35465642980739,8.38718551944161e-21,5.08348735890224e-19,"BP","Ncaph","215387",NA,"GO:0000796",NA
"ENSMUSG00000005481",843.595130424377,0.944673456340887,0.101101501853498,9.34381229776161,9.29265308619226e-21,5.60065069149835e-19,"BP","Ddx39","68278",NA,"GO:0000166",NA
"ENSMUSG00000023892",67.8858622864403,-4.67235929832946,0.500108580448011,-9.34268972978595,9.39173523325166e-21,5.6287450045991e-19,"BP","Zfp51","22709","ENSMUSP00000045684","GO:0003700",NA
"ENSMUSG00000024646",187.34644926045,1.82544261385309,0.195668990644182,9.32923815799001,1.06634604347272e-20,6.35542241909744e-19,"BP","Cyb5a","109672",NA,"GO:0004768",NA
"ENSMUSG00000031432",670.000209878609,0.959034158006618,0.103017262115452,9.30945104065979,1.28494741101605e-20,7.61597559413272e-19,"BP","Prps1","19139","ENSMUSP00000033809","GO:0000166","00030"
"ENSMUSG00000024493",133.46792558944,-2.5361275638766,0.275681223223688,-9.19949329236245,3.5964163513085e-20,2.11990959433174e-18,"BP","Lars","107045","ENSMUSP00000095197","GO:0000166","00290"
"ENSMUSG00000020368",626.29416683428,-1.02337626726861,0.111294559729809,-9.19520477688281,3.74281019678743e-20,2.19414578093637e-18,"BP","Canx","12330",NA,"GO:0001948","04141"
"ENSMUSG00000040250",85.8393911362243,-3.45257578728428,0.376662229558731,-9.16623838638944,4.89812971934414e-20,2.85582258853934e-18,"BP","Asun","71177",NA,"GO:0003674",NA
"ENSMUSG00000020124",115.811844677348,-2.8899699887432,0.315465751173621,-9.16096272889118,5.14363598093821e-20,2.98275280018947e-18,"BP","Usp15","14479","ENSMUSP00000020334","GO:0003824",NA
"ENSMUSG00000024507",67.9323987343511,-3.77493994565411,0.414230953294702,-9.11312859560367,8.00398523707254e-20,4.61649213028571e-18,"BP","Hsd17b4","15488","ENSMUSP00000025385","GO:0000038","00120"
"ENSMUSG00000058655",208.276803373763,-1.82804451680477,0.200717036488907,-9.10757028293307,8.42475137738245e-20,4.83319426612614e-18,"BP","Eif4b","75705","ENSMUSP00000127774","GO:0000166","03013"
"ENSMUSG00000028330",100.151031487731,-3.07328126331098,0.337640917112274,-9.10221808895585,8.85054967566701e-20,5.05046260215722e-18,"BP","Ncbp1","433702","ENSMUSP00000030014","GO:0000184","03013"
"ENSMUSG00000050921",108.992167967997,-2.8953821018598,0.318477249350197,-9.09133103782885,9.78339051747529e-20,5.55323880801455e-18,"BP","P2ry10","78826",NA,"GO:0004871","04080"
"ENSMUSG00000037236",147.161961897625,-2.26975302800045,0.253816993661858,-8.94247857582095,3.80537607660388e-19,2.14863550262139e-17,"BP","Matr3","17184",NA,"GO:0000166",NA
"ENSMUSG00000020664",234.583681078673,-1.7250976093763,0.192933232553114,-8.94142282564711,3.84191358987084e-19,2.15790832419551e-17,"BP","Dld","13382","ENSMUSP00000106481","GO:0004148","00010"
"ENSMUSG00000015357",152.897907050741,-2.15135247423734,0.241182906094469,-8.92000394669211,4.66271594245222e-19,2.60529253284518e-17,"BP","Clpx","270166",NA,"GO:0000166",NA
"ENSMUSG00000021785",83.253922094351,-3.01534926415541,0.338397897226842,-8.91066194224635,5.07287739695861e-19,2.81978387122134e-17,"BP","Ngly1","59007","ENSMUSP00000022310","GO:0000224","04141"
"ENSMUSG00000031446",88.320010929655,-3.3016024789838,0.370863521306898,-8.90247298345543,5.46159729671565e-19,3.02020699995698e-17,"BP","Cul4a","99375",NA,"GO:0001701","03420"
"ENSMUSG00000024527",139.584375075537,-2.44846064099134,0.275056522693747,-8.90166361812663,5.50157862894262e-19,3.02671464263059e-17,"BP","Afg3l2","69597","ENSMUSP00000025408","GO:0000166",NA
"ENSMUSG00000028633",116.48010466962,-2.54961020656454,0.286629608526289,-8.89513899025785,5.83462279829194e-19,3.19356292755489e-17,"BP","Ctps","51797","ENSMUSP00000030381","GO:0000166","00240"
"ENSMUSG00000052298",81.6815849620607,-3.41097445061714,0.383685587125766,-8.8900249711467,6.10951773262658e-19,3.32705107795015e-17,"BP","Cdc42se2","72729",NA,"GO:0005198",NA
"ENSMUSG00000032458",163.242010178067,-1.95354071503529,0.219844161900594,-8.88602498309061,6.33341219473751e-19,3.43155788005778e-17,"BP","Copb2","50797","ENSMUSP00000035033","GO:0000139",NA
"ENSMUSG00000071650",181.59574503388,-1.9127322889739,0.21526840849185,-8.88533669373185,6.3727473644412e-19,3.43551928269976e-17,"BP","Ganab","14376","ENSMUSP00000093965","GO:0003824","00510"
"ENSMUSG00000072964",122.94185195704,-2.72922310032413,0.307654466669699,-8.87106606924142,7.24489523556695e-19,3.88616180435811e-17,"BP","Bhlhb9","70237",NA,"GO:0005634",NA
"ENSMUSG00000031864",59.2246883797885,-3.94860385167537,0.445248710687699,-8.86831057989285,7.42639594235143e-19,3.96370028206697e-17,"BP","Ints10","70885",NA,"GO:0003674",NA
"ENSMUSG00000053510",95.0230626418864,-2.82032833246704,0.319780511573457,-8.81957539748064,1.14894562837406e-18,6.10192509960246e-17,"BP","Nrd1","230598",NA,"GO:0003824",NA
"ENSMUSG00000002147",75.8544252139926,-3.21105216540408,0.365157081156622,-8.7936187769745,1.44818356805983e-18,7.6468972501444e-17,"BP","Stat6","20852",NA,"GO:0000122","04630"
"ENSMUSG00000031262",54.6283573203328,-4.98513695468242,0.566933479399548,-8.79316028392307,1.45410797821538e-18,7.6468972501444e-17,"BP","Cenpi","102920",NA,"GO:0000775",NA
"ENSMUSG00000039509",93.7352663677618,-3.05660610727664,0.347996261049064,-8.78344525329739,1.58542068557526e-18,8.29677712919582e-17,"BP","Nup133","234865","ENSMUSP00000048084","GO:0000775","03013"
"ENSMUSG00000026585",266.742112751425,-1.51136658162715,0.173681855619451,-8.70192557672035,3.26299558601584e-18,1.69929207023194e-16,"BP","Kifap3","16579",NA,"GO:0000794",NA
"ENSMUSG00000026709",68.278130145741,-3.79290989025547,0.436264258583274,-8.69406515805944,3.49696974356205e-18,1.81234258014173e-16,"BP","Dars2","226539",NA,"GO:0000166","00970"
"ENSMUSG00000031246",84.1237025284977,-3.43351368993175,0.395232358839946,-8.68732939784973,3.71059050439048e-18,1.91380841014909e-16,"BP","Sh3bgrl","56726",NA,"GO:0003674",NA
"ENSMUSG00000025781",524.275632222432,1.02002011980414,0.117493696860551,8.68148800369061,3.9062426620669e-18,2.00507996548582e-16,"BP","Atp5c1","11949",NA,"GO:0000275","00190"
"ENSMUSG00000046691",81.7955000899952,-3.03743453135329,0.350349954099919,-8.66971579647195,4.33200291007168e-18,2.21303462948804e-16,"BP","Chtf8","214987",NA,"GO:0003677",NA
"ENSMUSG00000020571",787.939088421333,0.820144030937988,0.0947235205967695,8.65829337603779,4.78879727418765e-18,2.43479702168176e-16,"BP","Pdia6","71853",NA,"GO:0003756","04141"
"ENSMUSG00000005609",67.9671201557439,-3.71354501928821,0.429824852788786,-8.63967031034622,5.63754674418794e-18,2.85281139017208e-16,"BP","Ctr9","22083",NA,"GO:0000122",NA
"ENSMUSG00000029221",85.7249388853793,-3.04438670174772,0.352425989409886,-8.63837172407559,5.70198320377868e-18,2.87187210376233e-16,"BP","Slc30a9","109108",NA,"GO:0003682",NA
"ENSMUSG00000004980",1040.45748154312,0.768280315606656,0.0889545587973739,8.63677281966731,5.78232093878624e-18,2.89872612295789e-16,"BP","Hnrnpa2b1","53379",NA,"GO:0000122",NA
"ENSMUSG00000063334",64.9585987650317,-3.7929440687722,0.440109812590368,-8.61817655563724,6.80287316091546e-18,3.39447550094424e-16,"BP","Krr1","52705",NA,"GO:0000462",NA
"ENSMUSG00000026123",142.02768892415,-2.23207338423144,0.259190602686367,-8.61170644729104,7.198097023566e-18,3.57505485503778e-16,"BP","Plekhb2","226971",NA,"GO:0003674",NA
"ENSMUSG00000024338",650.286673140871,0.997887087540643,0.115940320035763,8.6069029931333,7.50609154927438e-18,3.71084562859979e-16,"BP","Psmb8","16913",NA,"GO:0000502","03050"
"ENSMUSG00000018286",603.670698379023,0.953360202863052,0.111149078681942,8.57731088883911,9.71168675107213e-18,4.77921905805054e-16,"BP","Psmb6","19175","ENSMUSP00000018430","GO:0000502","03050"
"ENSMUSG00000021175",123.509521940449,-2.37104739191147,0.276451491229296,-8.57672129518324,9.76157657999398e-18,4.78183532192582e-16,"BP","Cdca7l","217946",NA,"GO:0005634",NA
"ENSMUSG00000021831",968.174805392578,0.769565514030613,0.0898361082036227,8.56632738682663,1.06837853723614e-17,5.20980224884967e-16,"BP","Ero1l","50527","ENSMUSP00000022378","GO:0003756","04141"
"ENSMUSG00000019189",80.7610431028005,-3.08515515159742,0.360314054526384,-8.56240580360573,1.10536342735184e-17,5.36576418490071e-16,"BP","Rnf145","74315",NA,"GO:0000209",NA
"ENSMUSG00000054405",300.627681243102,1.3147974227443,0.154053991161797,8.53465342136716,1.40576181467345e-17,6.79324898550306e-16,"CC","Dnajc8","68598",NA,"GO:0005654",NA
"ENSMUSG00000025453",83.8632036464767,-3.14102542638075,0.369815122081811,-8.4935018576279,2.00502265053185e-17,9.64568744166175e-16,"BP","Nnt","18115",NA,"GO:0005739","00760"
"ENSMUSG00000045427",89.2010965174572,-3.05053046743062,0.359477785508696,-8.48600550688778,2.13861315520841e-17,1.02424294326232e-15,"BP","Hnrnph2","56258",NA,"GO:0000166",NA
"ENSMUSG00000015002",83.668146976337,-2.98034105801633,0.351991796427471,-8.46707533603113,2.51631349413042e-17,1.19977827400138e-15,"BP","Efr3a","76740",NA,"GO:0001533",NA
"ENSMUSG00000038335",114.436068228679,-2.43651667234811,0.288464092518752,-8.44651634480197,3.0012399444683e-17,1.42465938602902e-15,"BP","Tsr1","104662",NA,"GO:0000462",NA
"ENSMUSG00000032199",243.045657424222,-1.71329991578661,0.202891480349844,-8.44441527476851,3.05571094971901e-17,1.44412630258086e-15,"BP","Polr2m","28015",NA,"GO:0003674",NA
"ENSMUSG00000037242",55.8677142852732,-4.35706246883803,0.51662837157893,-8.433649231307,3.35049960883152e-17,1.57649823699757e-15,"BP","Clic4","29876","ENSMUSP00000041453","GO:0001525",NA
"ENSMUSG00000031304",182.52367385762,1.66247174534361,0.197254950964797,8.42803558142531,3.51516187651275e-17,1.64675356380912e-15,"BP","Il2rg","16186",NA,"GO:0004896","04060"
"ENSMUSG00000020572",108.135791453485,-2.68074825807512,0.318107609606564,-8.42717425524864,3.54112333445715e-17,1.6517030926981e-15,"BP","Nampt","59027","ENSMUSP00000020886","GO:0004514","00760"
"ENSMUSG00000040354",183.028365639444,-1.81648392566212,0.215691125372673,-8.42169061208976,3.71089963151776e-17,1.7233996210789e-15,"BP","Mars","216443",NA,"GO:0000049","00450"
"ENSMUSG00000022962",179.807503057999,-1.8810148752283,0.223404539090478,-8.4197701751552,3.77223572806252e-17,1.74433383149374e-15,"BP","Gart","14450",NA,"GO:0000166","00230"
"ENSMUSG00000031765",912.216911798212,0.938799297735815,0.111508226944519,8.41910344608846,3.79376313589714e-17,1.74675926703453e-15,"BP","Mt1","17748","ENSMUSP00000034215","GO:0005507",NA
"ENSMUSG00000025823",215.144537767345,-1.67591701224453,0.199215378716658,-8.41258854131024,4.01059872508338e-17,1.83870526165361e-15,"BP","Pdia4","12304","ENSMUSP00000076521","GO:0003756","04141"
"ENSMUSG00000039067",411.48277205866,1.15098442157749,0.136852796899979,8.41038289059376,4.08674422384878e-17,1.86564221418935e-15,"BP","Psmd7","17463","ENSMUSP00000041968","GO:0000502","03050"
"ENSMUSG00000041236",82.0317870828291,-3.21400515041362,0.382425101189479,-8.40427351765591,4.30518260560267e-17,1.95703385563158e-15,"BP","Vps41","218035","ENSMUSP00000072729","GO:0005515",NA
"ENSMUSG00000073639",131.093108484564,-2.18599119852109,0.260187327514709,-8.40160517962779,4.40416449002678e-17,1.99358129320706e-15,"BP","Rab18","19330","ENSMUSP00000095285","GO:0000166",NA
"ENSMUSG00000006673",87.3748263745101,-2.95533503819332,0.352040117083119,-8.39488142056133,4.66364674502013e-17,2.10216816304941e-15,"BP","Qrich1","69232",NA,"GO:0000981",NA
"ENSMUSG00000005506",114.396739321816,-2.28702837745129,0.272848984210932,-8.38203002318399,5.20225600933902e-17,2.33513817858531e-15,"BP","Celf1","13046",NA,"GO:0000166",NA
"ENSMUSG00000009470",137.781184104528,-2.00748205549101,0.239946744369398,-8.36636504807288,5.94229070651501e-17,2.65620394581221e-15,"BP","Tnpo1","238799",NA,"GO:0000059",NA
"ENSMUSG00000019947",49.7808508670036,3.58269307297179,0.428364160858328,8.3636620435123,6.08009222381069e-17,2.70652404054112e-15,"BP","Arid5b","71371","ENSMUSP00000020106","GO:0000122",NA
"ENSMUSG00000034330",84.8718700594121,-2.86353894442293,0.342800821030058,-8.35336081115118,6.63475847631907e-17,2.94122681545252e-15,"BP","Plcg2","234779","ENSMUSP00000079991","GO:0002092","00562"
"ENSMUSG00000022329",53.9892115364196,-4.12490793426224,0.496188723196671,-8.31318355582071,9.31682389228148e-17,4.11320521466649e-15,"BP","Stk3","56274",NA,"GO:0000166","04010"
"ENSMUSG00000020521",132.367657547506,-2.09536085813247,0.252211346830829,-8.30795634083002,9.73643355960994e-17,4.27083953370494e-15,"BP","Rnft1","76892","ENSMUSP00000020827","GO:0003674",NA
"ENSMUSG00000031311",131.759194319382,-2.16427516751544,0.260512843108402,-8.30774844607132,9.75350191795032e-17,4.27083953370494e-15,"BP","Nono","53610",NA,"GO:0000166",NA
"ENSMUSG00000025607",47.5344984475881,-4.75425677781022,0.573666034750104,-8.28749915424439,1.15654423320476e-16,5.04366119261002e-15,"BP","Copg2","54160",NA,"GO:0005198",NA
"ENSMUSG00000018293",1636.12512398122,0.710808635825745,0.0861484692519669,8.25097232716664,1.57110932522936e-16,6.82383030002452e-15,"BP","Pfn1","18643","ENSMUSP00000018437","GO:0000774","04810"
"ENSMUSG00000001569",95.8121703847516,-2.45213837268263,0.297246690266146,-8.24950606005758,1.59050543573782e-16,6.88021867524004e-15,"BP","Nom1","433864",NA,"GO:0003723",NA
